word,frequency
"fortunes,",2
remarkable,15
neighbourhood,1
endure,3
"lamplighter.
",1
day,60
"afternoon,",5
"air,",16
intervals,4
clear,9
allow,3
"seen,
",1
again,62
charged,5
"vapour,",1
Lorry's,25
"seemed
",3
cloud,8
too.,9
"dark,",16
sat,84
"coffee-room
",1
awaiting,5
dinner,6
awaited,7
"mind
",5
busily,4
"digging,",3
live,27
"coals.
",1
bottle,5
claret,1
does,25
digger,1
"red
",5
coals,2
"harm,",1
has,126
throw,4
work.,7
idle,3
glassful,2
wine,31
"satisfaction
",1
elderly,4
fresh,7
"complexion
",1
end,17
"bottle,",2
rattling,1
"street,",16
rumbled,1
"inn-yard.
",1
glass,19
untouched.,1
"""This",7
"Mam'selle!""",1
"he.
",1
announce,1
"Miss
",13
Manette,48
arrived,10
happy,20
"Tellson's.
",3
"""So",9
"soon?""
",1
Miss,186
refreshment,2
"required
",2
none,10
extremely,2
anxious,12
"immediately,",5
suited,1
pleasure,10
"convenience.
",1
"empty
",3
stolid,2
"desperation,",2
settle,1
"ears,",8
follow,11
"Manette's
",1
apartment.,1
"large,",5
"room,",28
funereal,1
"manner
",3
"horsehair,",1
tables.,1
These,15
oiled,1
"oiled,",1
tall,16
candles,4
table,6
middle,7
gloomily,3
reflected,3
leaf;,1
"they
",39
"buried,",1
deep,13
graves,1
"mahogany,",1
"speak
",4
expected,12
"out.
",15
obscurity,5
difficult,14
penetrate,1
"Lorry,
",7
picking,6
well-worn,1
Turkey,1
"carpet,",1
"be,",27
"moment,",22
"until,",1
"having
",4
"candles,",1
receive,4
seventeen,5
"riding-cloak,",1
"straw
",1
travelling-hat,1
ribbon,4
band.,2
"slight,",2
"figure,",8
blue,18
met,9
inquiring,4
"look,",11
forehead,13
singular,6
capacity,3
(remembering,1
smooth,3
"was),",3
lifting,6
knitting,17
"quite
",11
"perplexity,",1
"wonder,",1
"alarm,",2
merely,7
"fixed
",2
"attention,",6
included,1
four,31
expressions-,1
"eyes
",10
sudden,11
vivid,3
likeness,4
"him,
",18
child,37
held,49
arms,21
passage,8
"Channel,",3
hail,3
drifted,3
"sea
",3
high.,1
"away,",23
breath,8
gaunt,4
pier-glass,1
"her,",91
frame,2
"hospital
",1
procession,5
negro,2
"cupids,",1
headless,1
"cripples,",1
offering,1
baskets,1
Dead,3
Sea,1
fruit,3
divinities,1
feminine,2
gender-,1
formal,3
bow,2
"Manette.
",4
"""Pray",4
"sir.""",2
pleasant,14
voice;,4
"accent,",1
"indeed.
",4
kiss,7
"miss,""",5
manners,3
earlier,3
"date,",2
"seat.
",2
letter,16
"yesterday,",6
informing,1
"me
",12
intelligence-,1
"discovery--""
",1
"""The",57
word,39
"material,",2
miss;,2
"do.""
",6
"""-respecting",1
property,8
poor,70
"father,",38
"never
",14
saw-,1
"dead-""
",1
"chair,",12
cast,10
troubled,11
towards,56
hospital,2
cupids.,1
help,24
"for
",50
absurd,1
"baskets!
",1
"""-rendered",1
necessary,13
communicate,3
despatched,2
"purpose.""
",1
"""Myself.""
",1
"""As",18
"hear,",2
curtseyed,2
(young,1
ladies,4
curtseys,1
"days),
",1
desire,10
convey,4
felt,19
older,3
wiser,2
she.,1
"bow.
",2
replied,7
considered,9
"necessary,",2
"know,",22
advise,4
"should
",8
orphan,2
"who
",20
esteem,1
highly,7
permitted,4
"myself,",17
during,16
"journey,",5
worthy,10
"gentleman's
",1
protection.,2
"here.""
",9
"happy,""",1
"""to",13
entrusted,2
charge.,3
execute,3
"it.""
",36
"""Sir,",2
thank,17
gratefully.,1
"told
",3
explain,5
details,3
"business,",18
prepare,7
myself,25
surprising,2
nature.,3
naturally,9
eager,5
"are.""
",3
"""Naturally,""",1
Lorry.,23
"""Yes-",2
"I--""
",1
"pause,",8
"added,",11
settling,3
"ears,
",1
"begin.""
",1
"begin,",1
"but,",76
"indecision,",1
glance.,1
lifted,14
expression-,1
"characteristic,",1
singular-,1
involuntary,3
action,10
caught,15
"at,",8
"stayed
",1
passing,15
"shadow.
",1
"""Are",10
stranger,4
"""Am",3
"not?""",2
"hands,",16
extended,5
"outwards
",1
argumentative,1
"smile.
",5
Between,2
eyebrows,9
"nose,",6
delicate,9
possible,7
deepened,5
seat,10
thoughtfully,3
hitherto,1
standing.,1
watched,11
raised,22
"on:
",1
"""In",18
adopted,1
"country,",11
"presume,",1
cannot,33
better,60
"address
",1
"Manette?""
",8
"please,",3
"Manette,",54
charge,10
acquit,1
of.,4
reception,4
heed,4
speaking,16
machine-,1
"truly,",3
else.,3
"will,",11
"leave,",1
relate,2
"miss,",6
story,10
"customers.""
",1
"""Story!""
",1
wilfully,1
mistake,6
"repeated,",6
"hurry,",4
customers;,1
banking,4
"usually
",2
call,26
connection,1
customers.,3
gentleman;,2
scientific,2
acquirements-,1
"Doctor.""
",3
"Beauvais?""
",1
"Why,",3
"yes,",13
Beauvais.,2
Like,5
Monsieur,85
repute,1
Paris.,9
knowing,10
relations,4
"relations,",3
confidential.,1
been-,4
oh!,1
twenty,15
"""At",8
time-,3
"ask,",4
"speak,",6
ago.,9
married-,1
"lady-
",1
trustees.,1
"affairs,",4
affairs,6
"many
",13
gentlemen,9
"families,",2
entirely,4
"Tellson's
",5
hands.,8
similar,11
"am,",6
"been,",12
trustee,1
scores,5
mere,21
"business
",6
friendship,2
"particular
",5
"interest,",5
sentiment.,1
"another,
",3
"life,",33
"our
",7
customers,9
day;,5
feelings;,1
machine.,1
"on--""
",1
father's,26
"story,",6
sir;,1
begin,8
"think""-",1
curiously,3
roughened,2
him-,10
"""that",45
mother's,11
surviving,1
father,64
England.,4
hesitating,2
"confidingly
",1
advanced,5
"his,",11
ceremony,1
lips.,8
"He
",13
conducted,4
straightway,1
"and,
",7
chair-back,1
using,3
turns,4
rub,1
"chin,",4
point,16
"his.
",2
"""Miss",12
I.,6
truly,4
spoke,27
saying,17
"feelings,",2
fellow-creatures,1
"relations,
",1
since.,4
No;,2
"been
",35
ward,2
"since,",2
Feelings!,1
chance,10
them.,26
turning,27
immense,5
pecuniary,1
"Mangle.""
",1
description,3
daily,5
routine,3
"employment,",3
"Mr.
",45
flattened,1
"(which
",1
"unnecessary,",1
flatter,1
"shining
",4
"before),",1
resumed,8
former,10
"attitude.
",1
"far,",9
miss,5
(as,11
"remarked),",1
"your
",29
regretted,2
father.,12
Now,5
comes,9
difference.,1
died,15
did--,1
Don't,15
frightened!,2
How,30
"start!""
",1
"indeed,",11
start.,3
wrist,2
"hands.
",5
"""Pray,""",1
soothing,5
"tone,",5
bringing,5
"hand
",14
supplicatory,1
"fingers
",2
clasped,9
violent,5
tremble:,2
"""pray",1
control,4
agitation-,1
"saying--""
",1
Her,34
discomposed,1
"wandered,",1
"began
",3
"anew:
",1
saying;,1
died;,1
disappeared;,1
spirited,1
guess,2
dreadful,19
"no
",34
art,4
trace,4
him;,26
enemy,6
compatriot,2
exercise,8
privilege,4
"boldest
",1
"whisper,",6
there;,12
"instance,",3
filling,5
blank,5
forms,1
consignment,1
oblivion,2
prison,43
length,16
time;,7
wife,41
implored,3
"king,",1
"queen,",2
"court,",9
"clergy,",1
tidings,7
"vain;-
",1
unfortunate,5
"gentleman,",12
Doctor,118
"Beauvais.""
",1
entreat,5
will.,3
to.,5
bear,27
"it?""
",18
uncertainty,3
leave,29
"moment.""
",4
"collectedly,",2
you-,5
collected.,1
"good!""
",1
(Though,1
manner,43
satisfied,7
words.),1
Regard,1
business-,3
done.,8
doctor's,2
"wife,",21
courage,5
suffered,5
cause,11
"born--""
",1
"daughter,",14
daughter.,5
A-,1
a-,3
distressed.,2
"Miss,",1
"born,",2
determination,3
sparing,1
inheritance,2
part,31
agony,5
"of,",14
rearing,1
belief,4
dead--,1
"No,",10
"don't
",8
kneel!,1
Heaven's,1
why,26
kneel,3
"me!""
",12
"""For",16
truth.,3
O,17
"dear,",14
compassionate,5
"truth!""
",2
"""A-",2
confuse,1
"transact
",1
confused?,1
Let,34
us,48
clear-headed.,1
"kindly
",1
mention,10
nine,5
ninepence,1
"how
",11
shillings,3
"guineas,",2
encouraging.,1
"mind.""
",3
Without,4
directly,3
answering,8
"appeal,",1
"when
",20
gently,12
clasp,2
wrists,2
steady,13
reassurance,1
"Lorry.
",16
"right,",8
that's,2
right.,1
Courage!,2
Business!,2
you;,8
useful,5
mother,16
you.,42
died-,1
broken-hearted-,1
slackened,1
unavailing,1
"you,
",11
"old,",11
grow,3
"blooming,",1
"beautiful,",2
"happy,
",1
without,79
living,15
"whether
",2
"prison,",11
"through
",12
lingering,8
admiring,2
"pity,",5
flowing,1
hair;,1
pictured,3
tinged,2
"grey.
",2
parents,1
"possession,",1
"what
",18
secured,3
new,47
"discovery,",1
property;,1
"but--""
",1
"closer,",1
stopped.,3
"forehead,",6
attracted,5
"immovable,",1
"horror.
",2
found.,3
alive.,2
Greatly,2
"changed,",4
probable;,1
"wreck,",1
possible;,1
"hope
",5
best.,1
"Still,",5
Your,15
house,25
servant,6
there:,3
"I,",12
identify,4
can:,1
restore,4
"duty,",3
"rest,",13
"comfort.""
",1
shiver,2
"frame,",1
his.,4
"said,
",8
"low,",8
"distinct,",1
awe-stricken,1
"dream,
",1
Ghost!,1
Ghost-,1
"him!""
",6
quietly,9
chafed,3
arm.,2
"""There,",2
"there,
",4
there!,7
See,4
now!,3
"now.
",4
wronged,1
"voyage,",1
land,3
"dear
",5
"side.""
",3
repeated,34
sunk,3
"free,
",1
"happy,",4
Ghost,1
haunted,4
"""Only",2
"more,""",1
laying,13
stress,4
wholesome,2
means,20
enforcing,1
attention:,1
"""he",4
"under
",10
name;,3
"own,",11
forgotten,5
concealed.,1
useless,9
inquire,2
which;,1
seek,11
whether,29
"overlooked,",1
"designedly
",1
prisoner.,10
"any
",17
"inquiries,",1
dangerous.,1
Better,4
"subject,",2
anywhere,1
remove,2
events-,1
safe,13
"Englishman,",1
"even
",7
"credit,",2
avoid,7
naming,1
matter.,3
scrap,5
writing,5
"openly
",1
referring,2
This,44
service,12
altogether.,2
"My
",2
"credentials,",1
"entries,",1
"memoranda,",1
comprehended,3
"line,",3
'Recalled,2
Life;',1
mean,25
anything.,3
matter!,1
doesn't,3
notice,11
word!,1
"Manette!""
",4
Perfectly,2
"silent,",5
fallen,21
"chair,
",2
utterly,3
insensible;,1
fixed,9
carved,2
branded,1
forehead.,1
feared,2
detach,1
lest,2
hurt,2
"her;
",2
therefore,7
loudly,3
assistance,2
"moving.
",1
wild-looking,1
"woman,",16
"agitation,",3
"observed
",2
"dressed
",2
extraordinary,9
tight-fitting,1
wonderful,9
bonnet,3
Grenadier,1
wooden,8
"measure,",1
"good
",18
measure,3
Stilton,1
"cheese,",2
running,13
"room
",2
advance,4
inn,2
"servants,",1
detachment,1
brawny,1
"chest,",1
sending,2
flying,7
"wall.
",4
really,25
"man!""",2
"breathless
",1
"reflection,",2
simultaneously,1
"wall.)
",1
"""Why,",8
"all!""",2
bawled,1
addressing,5
"inn
",2
servants.,1
fetch,2
instead,7
I?,2
Why,11
things?,1
I'll,19
"bring
",2
"smelling-salts,",1
"will.""
",2
immediate,4
dispersal,1
"restoratives,",1
patient,10
"sofa,",3
tended,4
skill,6
gentleness:,1
calling,6
"""my",5
"precious!""",1
"bird!""",1
"spreading
",1
hair,28
aside,15
shoulders,6
pride,11
"care.
",2
"brown!""",1
indignantly,2
"Lorry;
",2
"""couldn't",1
"frightening
",1
death?,1
Look,12
pale,5
"cold
",1
Do,13
"Banker?""
",1
exceedingly,4
disconcerted,1
hard,34
"distance,",9
"feebler
",2
sympathy,10
"humility,",2
banished,2
servants,1
mysterious,4
penalty,1
"""letting",1
"know""",1
"something
",6
mentioned,5
stayed,3
"staring,",1
recovered,9
regular,8
series,2
"gradations,",1
coaxed,1
"drooping
",1
"shoulder.
",2
"now,""",6
"""No",7
thanks,4
"brown,",1
does.,2
"pretty!""
",1
"hope,""",5
feeble,6
accompany,3
"France?""
",2
"thing,",7
"too!""",1
woman.,2
intended,2
salt,2
suppose,8
"Providence
",1
lot,1
"island?""
",1
"Lorry
",8
withdrew,4
consider,5
"V
",3
"WINE-SHOP
",1
LARGE,1
CASK,1
"broken,",2
street.,7
happened,14
cart;,1
cask,2
tumbled,2
hoops,1
"burst,",1
"wine-shop,",11
shattered,2
"walnut-shell.
",1
reach,2
suspended,3
"idleness,",1
spot,9
drink,4
wine.,7
"rough,
",2
irregular,1
pointing,10
"designed,
",1
"thought,",6
expressly,6
lame,2
approached,5
dammed,1
pools;,1
"surrounded,",1
jostling,1
group,11
"crowd,",7
according,8
size.,1
Some,17
scoops,1
"hands
",6
"joined,",1
"sipped,",1
tried,14
"women,",11
bent,24
"shoulders,",2
"sip,",1
fingers.,1
"Others,",1
puddles,1
"mugs
",1
mutilated,1
"earthenware,",1
handkerchiefs,1
"women's
",2
"heads,",6
squeezed,5
dry,6
infants',1
mouths;,1
"small
",4
"mud-embankments,",1
stern,4
ran;,1
"others,",9
directed,8
lookers-on,2
"windows,",10
darted,4
streams,2
directions;,1
"others
",2
devoted,7
sodden,1
lee-dyed,1
"cask,
",1
"licking,",1
champing,1
moister,1
wine-rotted,1
fragments,4
relish.,1
drainage,1
"wine,",20
scavenger,1
acquainted,1
believed,4
"miraculous
",1
"presence.
",2
shrill,4
laughter,1
amused,2
voices-,1
voices,10
"men,
",1
children-,1
resounded,2
street,23
"game
",1
lasted.,1
roughness,1
"sport,",1
"playfulness.
",1
companionship,2
observable,2
"inclination
",1
join,3
"led,",1
"especially
",2
luckier,1
"lighter-hearted,",1
frolicsome,1
"embraces,",2
"drinking
",2
"healths,",1
joining,1
"dancing,",2
dozen,4
together.,8
"gone,",11
places,10
abundant,2
raked,1
gridiron-pattern,1
"fingers,
",2
demonstrations,1
"ceased,",3
sticking,3
firewood,4
"cutting,
",1
again;,6
women,32
door-step,1
pot,1
"ashes,",1
trying,11
soften,3
starved,4
fingers,24
"toes,",1
"child,
",4
it;,23
bare,8
"arms,",16
matted,2
"locks,",1
emerged,7
"cellars,",1
"away,
",3
descend,3
gloom,3
gathered,6
scene,11
appeared,16
"sunshine.
",1
stained,7
ground,13
"narrow
",2
suburb,2
Saint,50
"Antoine,",14
"spilled.
",1
naked,2
"feet,
",1
shoes.,3
sawed,2
"wood,",6
marks,5
billets;,1
woman,35
nursed,1
"baby,",2
stain,6
rag,3
wound,7
again.,25
Those,3
greedy,3
staves,2
"cask,",1
acquired,2
tigerish,1
smear,2
mouth;,2
joker,4
"so
",52
"besmirched,",1
squalid,2
bag,1
nightcap,2
scrawled,1
finger,10
"wine-lees-
",1
"BLOOD.
",1
"come,",16
spilled,2
"street-stones,",1
"there.
",10
"momentary
",1
gleam,1
driven,8
sacred,9
"countenance,",1
darkness,11
heavy-,1
"cold,",7
"dirt,",2
"sickness,",2
"ignorance,",1
"want,",1
saintly,1
presence-,1
nobles,3
power,19
"them;
",1
especially,3
last.,3
Samples,1
undergone,2
grinding,1
regrinding,1
"mill,",5
certainly,11
fabulous,1
mill,4
"young,
",2
shivered,3
"doorway,",1
"looked
",15
fluttered,1
vestige,3
garment,2
shook.,1
grinds,2
old;,6
children,9
ancient,10
"grave
",1
voices;,1
grown,8
furrow,3
"afresh,",2
"sigh,",5
Hunger.,1
prevalent,4
everywhere.,1
Hunger,7
pushed,5
"houses,",6
clothing,2
hung,3
poles,1
lines;,1
"patched
",1
straw,12
wood,6
paper;,1
"repeated
",2
fragment,3
modicum,2
"man
",13
off;,1
stared,10
smokeless,1
"chimneys,",1
"started
",1
filthy,1
"offal,",1
"refuse,",1
eat.,1
inscription,2
baker's,1
"shelves,
",1
written,14
loaf,2
scanty,3
bread;,3
"sausage-shop,",1
dead-dog,1
preparation,4
offered,5
"sale.
",1
rattled,3
bones,2
roasting,1
chestnuts,1
cylinder;,1
shred,1
atomies,1
"farthing
",1
porringer,1
husky,2
chips,1
"potato,",1
fried,1
reluctant,3
drops,4
"oil.
",1
Its,3
abiding,1
"winding
",3
full,18
offence,2
"stench,",1
streets,30
"diverging,",1
peopled,1
rags,6
"nightcaps,",3
"smelling
",1
visible,6
brooding,6
"look
",6
ill.,3
hunted,1
wild-beast,1
possibility,3
"bay.
",1
Depressed,1
slinking,1
"were,",15
fire,18
"wanting
",1
them;,7
nor,26
compressed,1
"lips,",14
"suppressed;
",1
foreheads,2
knitted,12
gallows-rope,1
"mused
",1
"enduring,",1
inflicting.,1
trade,4
sips,1
shops),1
grim,8
illustrations,2
Want.,1
butcher,1
porkman,1
painted,1
leanest,1
scrags,1
"meat;
",1
"baker,",1
coarsest,1
meagre,2
loaves.,1
rudely,1
"pictured
",1
drinking,14
"wine-shops,",2
croaked,9
measures,2
thin,7
"beer,",3
gloweringly,1
"together.
",5
Nothing,7
represented,6
flourishing,1
"condition,",5
save,21
tools,11
weapons;,1
cutler's,1
knives,3
axes,1
sharp,9
"bright,
",1
hammers,1
gunmaker's,1
murderous.,1
crippling,1
"pavement,",3
reservoirs,1
"footways,",2
abruptly,1
doors.,1
"kennel,",1
"amends,",1
"middle
",3
street-,1
all:,1
"rains,
",1
"ran,",5
eccentric,2
"fits,",1
houses.,1
Across,1
"streets,",21
wide,8
"intervals,",5
clumsy,2
lamp,10
slung,3
rope,5
pulley;,1
lamplighter,1
"lighted,",3
hoisted,1
grove,3
dim,6
wicks,1
"swung
",1
sickly,2
"overhead,",1
Indeed,2
"sea,",5
ship,1
crew,1
peril,6
"tempest.
",1
"For,",14
scarecrows,5
region,3
"lamplighter,",1
idleness,1
"hunger,",2
conceive,1
idea,13
improving,1
"method,
",1
hauling,1
ropes,2
"pulleys,",1
flare,1
condition.,6
yet;,1
blew,2
"vain,
",1
"birds,",2
song,3
"feather,",1
"warning.
",1
wine-shop,29
corner,32
"shop,",4
"degree,",1
master,3
waistcoat,1
green,3
"breeches,",1
struggle,10
"""It's",6
"affair,""",1
final,7
shrug,1
shoulders.,1
market,1
bring,23
"another.""
",2
"There,",7
happening,1
catch,4
"joke,",1
"way:
",1
"""Say,",1
"Gaspard,",1
"there?""
",3
fellow,12
pointed,10
joke,1
"significance,",1
tribe.,1
missed,3
"mark,",2
"completely
",2
"failed,",1
tribe,1
"too.
",7
now?,2
Are,4
subject,9
mad,5
"hospital?""",1
wineshop,3
"keeper,",2
crossing,2
obliterating,1
jest,1
handful,3
picked,4
"purpose,",6
smeared,1
"""Why
",1
write,15
public,23
streets?,1
there-,7
thou-,1
"there
",15
"in?""
",3
expostulation,1
cleaner,1
"(perhaps
",1
"accidentally,",1
not),1
joker's,1
heart.,8
rapped,1
nimble,3
"upward,",1
fantastic,2
dancing,2
jerked,1
foot,13
"extremely,",1
wolfishly,1
practical,1
"character,",5
"those
",7
"circumstances.
",2
"""Put",1
"on,""",3
"""Call",1
wine;,2
"finish
",2
"there.""",1
"advice,",2
wiped,2
soiled,2
"joker's
",1
"dress,",6
was-,5
"deliberately,",1
dirtied,1
account;,1
recrossed,1
entered,14
"wine-shop.
",2
keeper,9
"bull-necked,",1
martial-looking,1
"thirty,",2
"temperament,",1
"for,",19
bitter,4
"coat,",4
shoulder.,2
shirt-sleeves,1
"arms
",4
elbows.,1
Neither,5
wear,3
crisply-curling,1
hair.,2
"altogether,",2
bold,5
Good-humoured,1
"whole,",2
"implacable-looking,",1
"too;
",2
evidently,11
resolution,4
purpose;,3
desirable,4
"met,",1
rushing,3
gulf,1
Madame,112
"Defarge,",79
shop,5
counter,6
in.,6
Defarge,123
stout,2
"age,",11
seldom,5
"anything,",1
"ringed,",1
"features,",3
composure,2
manner.,6
predicated,1
mistakes,1
"against
",4
herself,23
reckonings,1
presided.,1
"Madame
",13
sensitive,2
"fur,",1
shawl,1
twined,2
"head,",16
concealment,3
ear-rings.,1
pick,7
teeth,7
toothpick.,1
"engaged,
",1
elbow,5
supported,5
lord,2
"in,",26
coughed,3
grain,2
"cough.
",1
"This,",4
combination,1
defined,2
"eyebrows
",1
toothpick,3
suggested,7
husband,38
"customers,",3
customer,6
"stepped
",1
"way.
",8
accordingly,1
"seated
",1
corner.,3
Other,4
playing,2
"cards,",2
"dominoes,",1
lengthening,2
"supply
",1
"counter,",10
"man.""
",6
galley,1
"there?""",2
"Monsieur
",9
himself;,3
feigned,4
"strangers,",1
fell,30
discourse,1
triumvirate,1
"counter.
",2
"""How",23
goes,13
"Jacques?""",2
"Defarge.
",23
spilt,2
"swallowed?""
",1
"""Every",2
"drop,",1
"Jacques,""",7
interchange,5
"effected,",1
"toothpick,",2
"grain
",1
"cough,",2
"line.
",2
"often,""",1
second,21
"three,",5
miserable,15
beasts,2
taste,7
bread,7
death.,3
"so,
",3
"Jacques?""
",4
"so,",37
"returned.
",2
At,36
"Defarge,
",6
"composure,",2
"another
",5
vessel,1
smacked,1
"lips.
",3
"""Ah!",10
worse!,1
"cattle
",1
"mouths,",3
lives,10
"live,",2
Jacques.,3
Am,2
response,3
third,13
completed,2
"up,
",3
slightly,5
rustled,4
"""Hold",3
"True!""",1
muttered,5
husband.,9
"""Gentlemen-",1
"wife!""
",2
hats,1
flourishes.,1
acknowledged,3
homage,3
bending,5
"head,
",3
giving,10
look.,1
Then,13
casual,1
apparent,3
"calmness
",1
repose,2
absorbed,4
"""Gentlemen,""",1
"husband,",22
observantly,1
"""good",2
day.,15
"chamber,",2
"furnished
",1
"bachelor-fashion,",1
wished,5
fifth,2
floor.,3
doorway,4
staircase,12
gives,5
courtyard,15
"here,""
",1
"""near",1
window,18
"establishment.
",3
"remember,",6
"Gentlemen,",1
"adieu!""
",1
studying,1
"elderly
",1
begged,2
"word.
",4
"""Willingly,",2
"sir,""",19
"door.
",7
Their,6
conference,4
decided.,1
Almost,3
"word,",14
deeply,5
attentive.,1
lasted,7
"minute,",2
"gentleman
",4
beckoned,5
"they,",3
"eyebrows,",1
"saw
",4
"nothing.
",8
emerging,2
"thus,
",1
joined,7
before.,5
stinking,1
"black
",2
"courtyard,",8
entrance,2
pile,3
inhabited,1
number,13
people.,7
"gloomy
",1
tile-paved,2
entry,1
gloomy,11
"staircase,",9
knee,5
"master,",1
gentle,11
"action,",6
done;,2
transformation,1
seconds.,1
good-humour,2
openness,2
aspect,5
become,16
"secret,",9
"angry,",2
high;,1
difficult.,2
"slowly.""
",2
"Thus,",6
ascending,2
"stairs.
",1
"alone?""",1
latter,10
"whispered.
",2
"""Alone!",1
God,12
"him!""",4
"other,",12
low,38
"voice.
",5
"alone,",13
"then?""
",2
"""Of",9
"desire?""
",1
necessity.,1
demanded,9
discreet-,1
"now.""
",4
greatly,7
"changed?""
",1
"""Changed!""
",1
strike,12
mutter,1
tremendous,5
curse.,1
forcible.,1
grew,6
"heavier,
",1
companions,3
ascended,5
higher,4
"higher.
",1
Such,14
"accessories,",1
crowded,6
parts,2
now;,3
vile,4
indeed,4
unaccustomed,1
unhardened,1
senses.,1
Every,15
habitation,1
foul,3
nest,1
building-,1
rooms,9
"general
",2
staircase-,1
heap,16
refuse,2
"landing,",1
"besides
",1
flinging,1
windows.,2
uncontrollable,1
hopeless,4
mass,3
decomposition,1
"engendered,",1
"polluted
",1
poverty,5
deprivation,1
intangible,1
impurities;,1
sources,1
combined,3
insupportable.,1
Through,5
"atmosphere,",1
steep,5
"dark
",6
shaft,1
dirt,1
"poison,",1
lay.,1
Yielding,1
"disturbance
",1
companion's,1
"became
",1
"instant,",4
twice,7
rest.,7
Each,2
stoppages,1
doleful,3
"grating,",1
languishing,2
airs,2
"uncorrupted,",1
"escape,
",1
spoilt,2
vapours,1
crawl,1
rusted,3
"bars,",4
"tastes,",1
"glimpses,",1
jumbled,1
neighbourhood;,1
"range,",2
nearer,12
"lower
",2
summits,1
towers,7
"Notre-Dame,",1
promise,13
"aspirations.
",1
"gained,",1
upper,4
"steeper
",1
inclination,6
contracted,2
"dimensions,",1
"ascended,",1
garret,7
reached.,1
"advance,",5
"took,",1
dreaded,5
"lady,
",1
carefully,5
feeling,9
pockets,3
coat,6
"shoulder,",13
"key.
",1
"friend?""",2
"surprised.
",1
"""Ay.",1
"Yes,""",1
"retired?""
",1
"key.""",1
"whispered
",1
closer,8
"ear,",4
frowned,2
"heavily.
",1
"""Why?""
",1
"""Why!",1
Because,3
lived,9
frightened-,1
rave-,1
tear,3
pieces-,1
die-,1
harm-,1
"open.""
",1
"possible!""",2
exclaimed,10
bitterly.,1
beautiful,8
"possible,",7
done-,1
"see
",12
you!-,1
Long,9
Devil.,1
"us
",6
"on.""
",7
dialogue,4
reached,1
lady's,5
ears.,3
trembled,4
"emotion,",1
expressed,3
"deep
",3
"anxiety,",2
above,18
dread,13
"terror,",2
incumbent,2
"reassurance.
",1
"""Courage,",3
miss!,2
moment;,3
"room-door,",1
